"vehicle_type","motive_power","make","model","no_vehicles"
"Motorcycles","Petrol","HELLBOUND STEEL","HELLION",11
"Motorcycles","Petrol","HELLBOUND STEEL","UNKNOWN",4
"Motorcycles","Petrol","HESKETH","UNKNOWN",0
"Motorcycles","Petrol","HODAKA","UNKNOWN",3
"Motorcycles","Petrol","HOME MADE","UNKNOWN",260
"Motorcycles","Petrol","HOMEMADE","UNKNOWN",3
"Motorcycles","Petrol","HONDA","ADV150",329
"Motorcycles","Petrol","HONDA","BALI",28
"Motorcycles","Petrol","HONDA","BROS 400",13
"Motorcycles","Petrol","HONDA","C110X",2870
"Motorcycles","Petrol","HONDA","C125",195
"Motorcycles","Petrol","HONDA","C50",26
"Motorcycles","Petrol","HONDA","C70",10
"Motorcycles","Petrol","HONDA","C90",80
"Motorcycles","Petrol","HONDA","CB100",36
"Motorcycles","Petrol","HONDA","CB1000",578
"Motorcycles","Petrol","HONDA","CB1100",210
"Motorcycles","Petrol","HONDA","CB125",6222
"Motorcycles","Petrol","HONDA","CB1300",408
"Motorcycles","Petrol","HONDA","CB175",15
"Motorcycles","Petrol","HONDA","CB200",21
"Motorcycles","Petrol","HONDA","CB250",1152
"Motorcycles","Petrol","HONDA","CB300",3137
"Motorcycles","Petrol","HONDA","CB350",85
"Motorcycles","Petrol","HONDA","CB360",14
"Motorcycles","Petrol","HONDA","CB400",1735
"Motorcycles","Petrol","HONDA","CB450",51
"Motorcycles","Petrol","HONDA","CB500",5580
"Motorcycles","Petrol","HONDA","CB550",68
"Motorcycles","Petrol","HONDA","CB600",403
"Motorcycles","Petrol","HONDA","CB650",2185
"Motorcycles","Petrol","HONDA","CB750",1264
"Motorcycles","Petrol","HONDA","CB900",1215
"Motorcycles","Petrol","HONDA","CBF1000",272
"Motorcycles","Petrol","HONDA","CBF125",1896
"Motorcycles","Petrol","HONDA","CBF250",925
"Motorcycles","Petrol","HONDA","CBR SERIES",18
"Motorcycles","Petrol","HONDA","CBR1000",4597
"Motorcycles","Petrol","HONDA","CBR1100",2404
"Motorcycles","Petrol","HONDA","CBR125",672
"Motorcycles","Petrol","HONDA","CBR250",4181
"Motorcycles","Petrol","HONDA","CBR400",14
"Motorcycles","Petrol","HONDA","CBR500",6657
"Motorcycles","Petrol","HONDA","CBR500R",13
"Motorcycles","Petrol","HONDA","CBR600",3528
"Motorcycles","Petrol","HONDA","CBR650",3418
"Motorcycles","Petrol","HONDA","CBR650R",456
"Motorcycles","Petrol","HONDA","CBR750",11
"Motorcycles","Petrol","HONDA","CBR900",1347
"Motorcycles","Petrol","HONDA","CBX SERIES",17
"Motorcycles","Petrol","HONDA","CBX1000",113
"Motorcycles","Petrol","HONDA","CBX250",25
"Motorcycles","Petrol","HONDA","CBX750",33
"Motorcycles","Petrol","HONDA","CD250",90
"Motorcycles","Petrol","HONDA","CD90",10
"Motorcycles","Petrol","HONDA","CHF50",144
"Motorcycles","Petrol","HONDA","CL350",10
"Motorcycles","Petrol","HONDA","CL500",287
"Motorcycles","Petrol","HONDA","CM250",37
"Motorcycles","Petrol","HONDA","CMX1100",487
"Motorcycles","Petrol","HONDA","CMX250",14
"Motorcycles","Petrol","HONDA","CMX500",5234
"Motorcycles","Petrol","HONDA","CR125",14
"Motorcycles","Petrol","HONDA","CR250",83
"Motorcycles","Petrol","HONDA","CR500",15
"Motorcycles","Petrol","HONDA","CRE500",109
"Motorcycles","Petrol","HONDA","CRF SERIES",15
"Motorcycles","Petrol","HONDA","CRF1000",2202
"Motorcycles","Petrol","HONDA","CRF1100",1013
"Motorcycles","Petrol","HONDA","CRF125",56
"Motorcycles","Petrol","HONDA","CRF150",126
"Motorcycles","Petrol","HONDA","CRF230",816
"Motorcycles","Petrol","HONDA","CRF250",4948
"Motorcycles","Petrol","HONDA","CRF300",2748
"Motorcycles","Petrol","HONDA","CRF450",4048
"Motorcycles","Petrol","HONDA","CRM250",72
"Motorcycles","Petrol","HONDA","CT SERIES",10
"Motorcycles","Petrol","HONDA","CT110",7274
"Motorcycles","Petrol","HONDA","CT125",767
"Motorcycles","Petrol","HONDA","CT200",130
"Motorcycles","Petrol","HONDA","CT70",39
"Motorcycles","Petrol","HONDA","CT90",73
"Motorcycles","Petrol","HONDA","CTX1300",98
"Motorcycles","Petrol","HONDA","CTX200",655
"Motorcycles","Petrol","HONDA","CTX700",215
"Motorcycles","Petrol","HONDA","CX500",247
"Motorcycles","Petrol","HONDA","CX650",25
"Motorcycles","Petrol","HONDA","DIO110",58
"Motorcycles","Petrol","HONDA","FES250",71
"Motorcycles","Petrol","HONDA","FJS400",15
"Motorcycles","Petrol","HONDA","FORZA",90
"Motorcycles","Petrol","HONDA","FT500",11
"Motorcycles","Petrol","HONDA","GB250",24
"Motorcycles","Petrol","HONDA","GB350",270
"Motorcycles","Petrol","HONDA","GB400",68
"Motorcycles","Petrol","HONDA","GB500",22
"Motorcycles","Petrol","HONDA","GL1000",75
"Motorcycles","Petrol","HONDA","GL1100",33
"Motorcycles","Petrol","HONDA","GL1200",57
"Motorcycles","Petrol","HONDA","GL1500",740
"Motorcycles","Petrol","HONDA","GL1800",1777
"Motorcycles","Petrol","HONDA","GOLDWING",34
"Motorcycles","Petrol","HONDA","H100",14
"Motorcycles","Petrol","HONDA","HORNET",18
"Motorcycles","Petrol","HONDA","LEAD SERIES",20
"Motorcycles","Petrol","HONDA","MAGNA",11
"Motorcycles","Petrol","HONDA","MOTOCOMPO",11
"Motorcycles","Petrol","HONDA","MSX125",3451
"Motorcycles","Petrol","HONDA","MW110",737
"Motorcycles","Petrol","HONDA","NAVI",560
"Motorcycles","Petrol","HONDA","NBC110",5530
"Motorcycles","Petrol","HONDA","NC50",32
"Motorcycles","Petrol","HONDA","NC700",348
"Motorcycles","Petrol","HONDA","NC750",446
"Motorcycles","Petrol","HONDA","NCB150",13
"Motorcycles","Petrol","HONDA","NES125",239
"Motorcycles","Petrol","HONDA","NQ50",10
"Motorcycles","Petrol","HONDA","NRX1800",21
"Motorcycles","Petrol","HONDA","NSA700",162
"Motorcycles","Petrol","HONDA","NSC110",6592
"Motorcycles","Petrol","HONDA","NSR150",90
"Motorcycles","Petrol","HONDA","NSR250",116
"Motorcycles","Petrol","HONDA","NSS250",94
"Motorcycles","Petrol","HONDA","NSS300",597
"Motorcycles","Petrol","HONDA","NSS350",340
"Motorcycles","Petrol","HONDA","NT1100",179
"Motorcycles","Petrol","HONDA","NT650",205
"Motorcycles","Petrol","HONDA","NT700",308
"Motorcycles","Petrol","HONDA","NTV650",42
"Motorcycles","Petrol","HONDA","NVS50",1645
"Motorcycles","Petrol","HONDA","NX500",38
"Motorcycles","Petrol","HONDA","NX650",336
"Motorcycles","Petrol","HONDA","PCX125",1114
"Motorcycles","Petrol","HONDA","PCX150",2229
"Motorcycles","Petrol","HONDA","REBEL",228
"Motorcycles","Petrol","HONDA","RVF400",109
"Motorcycles","Petrol","HONDA","SCF100",32
"Motorcycles","Petrol","HONDA","SCV100",878
"Motorcycles","Petrol","HONDA","SE50",36
"Motorcycles","Petrol","HONDA","SH150",500
"Motorcycles","Petrol","HONDA","SH300",98
"Motorcycles","Petrol","HONDA","SILVERWING",97
"Motorcycles","Petrol","HONDA","SK50",142
"Motorcycles","Petrol","HONDA","SL230",278
"Motorcycles","Petrol","HONDA","SL350",22
"Motorcycles","Petrol","HONDA","SPACY",36
"Motorcycles","Petrol","HONDA","ST1100",721
"Motorcycles","Petrol","HONDA","ST1300",1002
"Motorcycles","Petrol","HONDA","ST70",15
"Motorcycles","Petrol","HONDA","STEED",51
"Motorcycles","Petrol","HONDA","TA200",108
"Motorcycles","Petrol","HONDA","UNKNOWN",3178
"Motorcycles","Petrol","HONDA","VF1000",57
"Motorcycles","Petrol","HONDA","VF750",151
"Motorcycles","Petrol","HONDA","VFR1200",689
"Motorcycles","Petrol","HONDA","VFR400",45
"Motorcycles","Petrol","HONDA","VFR750",502
"Motorcycles","Petrol","HONDA","VFR800",3312
"Motorcycles","Petrol","HONDA","VLX400",41
"Motorcycles","Petrol","HONDA","VLX600",15
"Motorcycles","Petrol","HONDA","VT1100",601
"Motorcycles","Petrol","HONDA","VT1300",691
"Motorcycles","Petrol","HONDA","VT250",514
"Motorcycles","Petrol","HONDA","VT400",862
"Motorcycles","Petrol","HONDA","VT600",189
"Motorcycles","Petrol","HONDA","VT750",4780
"Motorcycles","Petrol","HONDA","VTR1000",2539
"Motorcycles","Petrol","HONDA","VTR250",2039
"Motorcycles","Petrol","HONDA","VTX1300",561
"Motorcycles","Petrol","HONDA","VTX1800",557
"Motorcycles","Petrol","HONDA","XBR500",14
"Motorcycles","Petrol","HONDA","XL SERIES",18
"Motorcycles","Petrol","HONDA","XL100",17
"Motorcycles","Petrol","HONDA","XL1000",260
"Motorcycles","Petrol","HONDA","XL125",11
"Motorcycles","Petrol","HONDA","XL175",24
"Motorcycles","Petrol","HONDA","XL185",100
"Motorcycles","Petrol","HONDA","XL200",13
"Motorcycles","Petrol","HONDA","XL250",338
"Motorcycles","Petrol","HONDA","XL350",35
"Motorcycles","Petrol","HONDA","XL500",85
"Motorcycles","Petrol","HONDA","XL600",61
"Motorcycles","Petrol","HONDA","XL650",334
"Motorcycles","Petrol","HONDA","XL700",105
"Motorcycles","Petrol","HONDA","XL750",804
"Motorcycles","Petrol","HONDA","XLR250",10
"Motorcycles","Petrol","HONDA","XLV750",15
"Motorcycles","Petrol","HONDA","XLX250",17
"Motorcycles","Petrol","HONDA","XR SERIES",22
"Motorcycles","Petrol","HONDA","XR125",15
"Motorcycles","Petrol","HONDA","XR150",124
"Motorcycles","Petrol","HONDA","XR190",1049
"Motorcycles","Petrol","HONDA","XR200",68
"Motorcycles","Petrol","HONDA","XR250",1668
"Motorcycles","Petrol","HONDA","XR350",57
"Motorcycles","Petrol","HONDA","XR400",2332
"Motorcycles","Petrol","HONDA","XR500",35
"Motorcycles","Petrol","HONDA","XR600",933
"Motorcycles","Petrol","HONDA","XR650",1128
"Motorcycles","Petrol","HONDA","XRV750",24
"Motorcycles","Petrol","HONDA","Z125",967
"Motorcycles","Petrol","HONDA","Z50",396
"Motorcycles","Petrol","HONDA","ZOOMER",46
"Motorcycles","Petrol","HONLING","UNKNOWN",8
"Motorcycles","Petrol","HOWARD","UNKNOWN",3
"Motorcycles","Petrol","HPU","UNKNOWN",3
"Motorcycles","Petrol","HUANSONG","UNKNOWN",24
"Motorcycles","Petrol","HUATIAN","MCI AQUILLO 50",30
"Motorcycles","Petrol","HUMBER","UNKNOWN",0
"Motorcycles","Petrol","HUMMER","UNKNOWN",0
"Motorcycles","Petrol","HUNTER","UNKNOWN",4
"Motorcycles","Petrol","HUSABERG","FE SERIES",19
"Motorcycles","Petrol","HUSABERG","FE350",103
"Motorcycles","Petrol","HUSABERG","FE390",261
"Motorcycles","Petrol","HUSABERG","FE400",13
"Motorcycles","Petrol","HUSABERG","FE450",341
"Motorcycles","Petrol","HUSABERG","FE501",147
"Motorcycles","Petrol","HUSABERG","FE550",63
"Motorcycles","Petrol","HUSABERG","FE570",305
"Motorcycles","Petrol","HUSABERG","FE650",50
"Motorcycles","Petrol","HUSABERG","FS570",12
"Motorcycles","Petrol","HUSABERG","FS650",15
"Motorcycles","Petrol","HUSABERG","TE250",45
"Motorcycles","Petrol","HUSABERG","TE300",171
"Motorcycles","Petrol","HUSABERG","UNKNOWN",657
"Motorcycles","Petrol","HUSQVARNA","701",1075
"Motorcycles","Petrol","HUSQVARNA","ENDURO",102
"Motorcycles","Petrol","HUSQVARNA","FC250",55
"Motorcycles","Petrol","HUSQVARNA","FC350",88
"Motorcycles","Petrol","HUSQVARNA","FC450",58
"Motorcycles","Petrol","HUSQVARNA","FE",788
"Motorcycles","Petrol","HUSQVARNA","FE250",311
"Motorcycles","Petrol","HUSQVARNA","FE350",1132
"Motorcycles","Petrol","HUSQVARNA","FE450",600
"Motorcycles","Petrol","HUSQVARNA","FE501",1194
"Motorcycles","Petrol","HUSQVARNA","FE701",73
"Motorcycles","Petrol","HUSQVARNA","FX350",219
"Motorcycles","Petrol","HUSQVARNA","FX450",57
"Motorcycles","Petrol","HUSQVARNA","N SERIES",422
"Motorcycles","Petrol","HUSQVARNA","NORDEN",166
"Motorcycles","Petrol","HUSQVARNA","NORDEN 901",200
"Motorcycles","Petrol","HUSQVARNA","NUDA900",92
"Motorcycles","Petrol","HUSQVARNA","PILEN SERIES",464
"Motorcycles","Petrol","HUSQVARNA","SM610",13
"Motorcycles","Petrol","HUSQVARNA","SM701",145
"Motorcycles","Petrol","HUSQVARNA","SMR450",13
"Motorcycles","Petrol","HUSQVARNA","SMR511",21
"Motorcycles","Petrol","HUSQVARNA","SP401",409
"Motorcycles","Petrol","HUSQVARNA","SP701",20
"Motorcycles","Petrol","HUSQVARNA","SVARTPILEN",162
"Motorcycles","Petrol","HUSQVARNA","TC125",10
"Motorcycles","Petrol","HUSQVARNA","TC250",39
"Motorcycles","Petrol","HUSQVARNA","TC450",19
"Motorcycles","Petrol","HUSQVARNA","TC85",14
"Motorcycles","Petrol","HUSQVARNA","TE",509
"Motorcycles","Petrol","HUSQVARNA","TE150",104
"Motorcycles","Petrol","HUSQVARNA","TE250",648
"Motorcycles","Petrol","HUSQVARNA","TE300",1584
"Motorcycles","Petrol","HUSQVARNA","TE310",364
"Motorcycles","Petrol","HUSQVARNA","TE449",202
"Motorcycles","Petrol","HUSQVARNA","TE450",260
"Motorcycles","Petrol","HUSQVARNA","TE510",249
"Motorcycles","Petrol","HUSQVARNA","TE511",149
"Motorcycles","Petrol","HUSQVARNA","TE610",102
"Motorcycles","Petrol","HUSQVARNA","TE630",37
"Motorcycles","Petrol","HUSQVARNA","TR650",188
"Motorcycles","Petrol","HUSQVARNA","TX300",200
"Motorcycles","Petrol","HUSQVARNA","TXC250",17
"Motorcycles","Petrol","HUSQVARNA","TXC310",14
"Motorcycles","Petrol","HUSQVARNA","TXC450",10
"Motorcycles","Petrol","HUSQVARNA","UNKNOWN",4381
"Motorcycles","Petrol","HUSQVARNA","VITPILEN",202
"Motorcycles","Petrol","HUSQVARNA","VP401",137
"Motorcycles","Petrol","HUSQVARNA","VP701",49
"Motorcycles","Petrol","HUSQVARNA","WR125",50
"Motorcycles","Petrol","HUSQVARNA","WR250",133
"Motorcycles","Petrol","HUSQVARNA","WR300",60
"Motorcycles","Petrol","HUSQVARNA","WR360",45
"Motorcycles","Petrol","HYOSUNG","EZ100",10
"Motorcycles","Petrol","HYOSUNG","GT250",538
"Motorcycles","Petrol","HYOSUNG","GT650",876
"Motorcycles","Petrol","HYOSUNG","GV250",529
"Motorcycles","Petrol","HYOSUNG","GV650",709
"Motorcycles","Petrol","HYOSUNG","SB50",14
"Motorcycles","Petrol","HYOSUNG","SF100",19
"Motorcycles","Petrol","HYOSUNG","SF50R",15
"Motorcycles","Petrol","HYOSUNG","UNKNOWN",422
"Motorcycles","Petrol","HYUNDAI","UNKNOWN",0
"Motorcycles","Petrol","IKONIC","UNKNOWN",4
"Motorcycles","Petrol","IKONIK","UNKNOWN",3
"Motorcycles","Petrol","INDEPENDENT CONSTRUCTOR","UNKNOWN",300
"Motorcycles","Petrol","INDIAN","CHALLENGER",334
"Motorcycles","Petrol","INDIAN","CHIEF",2433
"Motorcycles","Petrol","INDIAN","CHIEFTAIN",272
"Motorcycles","Petrol","INDIAN","DARK HORSE",139
"Motorcycles","Petrol","INDIAN","FTR",617
"Motorcycles","Petrol","INDIAN","PRINCE",10
"Motorcycles","Petrol","INDIAN","ROADMASTER",229
"Motorcycles","Petrol","INDIAN","SCOUT",3701
"Motorcycles","Petrol","INDIAN","SPRINGFIELD",178
"Motorcycles","Petrol","INDIAN","SUPER CHIEF",68
"Motorcycles","Petrol","INDIAN","TYPE D CHIEF",73
"Motorcycles","Petrol","INDIAN","UNKNOWN",340
"Motorcycles","Petrol","INDIAN","VINTAGE",67
"Motorcycles","Petrol","INDIAN MOTORCYCLES","FTR",65
"Motorcycles","Petrol","INDIAN MOTORCYCLES","SCOUT",452
"Motorcycles","Petrol","INNOCENTI","UNKNOWN",3
"Motorcycles","Petrol","ITALJET","DRAGSTER",112
"Motorcycles","Petrol","ITALJET","UNKNOWN",92
"Motorcycles","Petrol","IZH","UNKNOWN",5
"Motorcycles","Petrol","JAMES","UNKNOWN",7
"Motorcycles","Petrol","JAWA","UNKNOWN",58
"Motorcycles","Petrol","JENSEN","UNKNOWN",3
"Motorcycles","Petrol","JIAJUE","JJ150T",16
"Motorcycles","Petrol","JIAJUE","JJ17",14
"Motorcycles","Petrol","JIAJUE","JJ50QT",38
"Motorcycles","Petrol","JIAJUE","UNKNOWN",260
"Motorcycles","Petrol","JIANGMEN HUARI","UNKNOWN",0
"Motorcycles","Petrol","JIANSHE","UNKNOWN",4
"Motorcycles","Petrol","JINAN","UNKNOWN",3
"Motorcycles","Petrol","JINCHENG","UNKNOWN",3
"Motorcycles","Petrol","JMSTAR","UNKNOWN",4
"Motorcycles","Petrol","JONWAY","UNKNOWN",0
"Motorcycles","Petrol","JORDAN","UNKNOWN",3
"Motorcycles","Petrol","KAWASAKI","BIKE OFF ROAD",37
"Motorcycles","Petrol","KAWASAKI","BR125",260
"Motorcycles","Petrol","KAWASAKI","BR250",135
"Motorcycles","Petrol","KAWASAKI","DX200",18
"Motorcycles","Petrol","KAWASAKI","EL250",37
"Motorcycles","Petrol","KAWASAKI","ELIMINATOR",201
"Motorcycles","Petrol","KAWASAKI","EN400",27
"Motorcycles","Petrol","KAWASAKI","EN450",10
"Motorcycles","Petrol","KAWASAKI","EN650",5807
"Motorcycles","Petrol","KAWASAKI","ER-6F",103
"Motorcycles","Petrol","KAWASAKI","ER-6N",630
"Motorcycles","Petrol","KAWASAKI","ER300",530
"Motorcycles","Petrol","KAWASAKI","ER400",461
"Motorcycles","Petrol","KAWASAKI","ER500",254
"Motorcycles","Petrol","KAWASAKI","ER650",1253
"Motorcycles","Petrol","KAWASAKI","EX250",373
"Motorcycles","Petrol","KAWASAKI","EX250F",165
"Motorcycles","Petrol","KAWASAKI","EX250H",129
"Motorcycles","Petrol","KAWASAKI","EX250J",1161
"Motorcycles","Petrol","KAWASAKI","EX300",4885
"Motorcycles","Petrol","KAWASAKI","EX400",6892
"Motorcycles","Petrol","KAWASAKI","EX500",37
"Motorcycles","Petrol","KAWASAKI","EX650",2388
"Motorcycles","Petrol","KAWASAKI","GPX250",276
"Motorcycles","Petrol","KAWASAKI","GPX750",12
"Motorcycles","Petrol","KAWASAKI","GPZ1000",14
"Motorcycles","Petrol","KAWASAKI","GPZ1100",30
"Motorcycles","Petrol","KAWASAKI","GPZ750",19
"Motorcycles","Petrol","KAWASAKI","GPZ900",81
"Motorcycles","Petrol","KAWASAKI","GT550",21
"Motorcycles","Petrol","KAWASAKI","GTR1000",124
"Motorcycles","Petrol","KAWASAKI","GTR1400",393
"Motorcycles","Petrol","KAWASAKI","H2",101
"Motorcycles","Petrol","KAWASAKI","KDX200",151
"Motorcycles","Petrol","KAWASAKI","KDX250",24
"Motorcycles","Petrol","KAWASAKI","KL250",359
"Motorcycles","Petrol","KAWASAKI","KL650",2464
"Motorcycles","Petrol","KAWASAKI","KLE300",625
"Motorcycles","Petrol","KAWASAKI","KLE500",235
"Motorcycles","Petrol","KAWASAKI","KLE650",573
"Motorcycles","Petrol","KAWASAKI","KLR250",88
"Motorcycles","Petrol","KAWASAKI","KLR600",16
"Motorcycles","Petrol","KAWASAKI","KLR650",2797
"Motorcycles","Petrol","KAWASAKI","KLX110",18
"Motorcycles","Petrol","KAWASAKI","KLX140",103
"Motorcycles","Petrol","KAWASAKI","KLX150",1039
"Motorcycles","Petrol","KAWASAKI","KLX230",1028
"Motorcycles","Petrol","KAWASAKI","KLX250",2177
"Motorcycles","Petrol","KAWASAKI","KLX300",200
"Motorcycles","Petrol","KAWASAKI","KLX400",229
"Motorcycles","Petrol","KAWASAKI","KLX450",1094
"Motorcycles","Petrol","KAWASAKI","KLX650",101
"Motorcycles","Petrol","KAWASAKI","KLZ1000",446
"Motorcycles","Petrol","KAWASAKI","KR1",164
"Motorcycles","Petrol","KAWASAKI","KR250",22
"Motorcycles","Petrol","KAWASAKI","KX250",202
"Motorcycles","Petrol","KAWASAKI","KX450",169
"Motorcycles","Petrol","KAWASAKI","KX500",10
"Motorcycles","Petrol","KAWASAKI","KXF450",12
"Motorcycles","Petrol","KAWASAKI","KZ1000",62
"Motorcycles","Petrol","KAWASAKI","KZ250",11
"Motorcycles","Petrol","KAWASAKI","KZ550",10
"Motorcycles","Petrol","KAWASAKI","KZ650",28
"Motorcycles","Petrol","KAWASAKI","KZ750",37
"Motorcycles","Petrol","KAWASAKI","KZ900",36
"Motorcycles","Petrol","KAWASAKI","LE300",12
"Motorcycles","Petrol","KAWASAKI","LE650",157
"Motorcycles","Petrol","KAWASAKI","LX150",51
"Motorcycles","Petrol","KAWASAKI","LX230",13
"Motorcycles","Petrol","KAWASAKI","LX250",36
"Motorcycles","Petrol","KAWASAKI","NINJA1000",641
"Motorcycles","Petrol","KAWASAKI","NINJA250",834
"Motorcycles","Petrol","KAWASAKI","NINJA300",591
"Motorcycles","Petrol","KAWASAKI","NINJA400",295
"Motorcycles","Petrol","KAWASAKI","NINJA636",12
"Motorcycles","Petrol","KAWASAKI","NINJA650",1723
"Motorcycles","Petrol","KAWASAKI","STOCKMAN",37
"Motorcycles","Petrol","KAWASAKI","SUPERSHERPA",50
"Motorcycles","Petrol","KAWASAKI","UNKNOWN",11230
"Motorcycles","Petrol","KAWASAKI","VERSYS",414
"Motorcycles","Petrol","KAWASAKI","VN1500",709
"Motorcycles","Petrol","KAWASAKI","VN1600",818
"Motorcycles","Petrol","KAWASAKI","VN1700",536
"Motorcycles","Petrol","KAWASAKI","VN2000",161
"Motorcycles","Petrol","KAWASAKI","VN250",319
"Motorcycles","Petrol","KAWASAKI","VN650",14
"Motorcycles","Petrol","KAWASAKI","VN750",18
"Motorcycles","Petrol","KAWASAKI","VN800",815
"Motorcycles","Petrol","KAWASAKI","VN900",2579
"Motorcycles","Petrol","KAWASAKI","VOYAGER",12
"Motorcycles","Petrol","KAWASAKI","W1650",19
"Motorcycles","Petrol","KAWASAKI","W400",36
"Motorcycles","Petrol","KAWASAKI","W650",300
"Motorcycles","Petrol","KAWASAKI","W800",844
"Motorcycles","Petrol","KAWASAKI","Z1 900",36
"Motorcycles","Petrol","KAWASAKI","Z1000",892
"Motorcycles","Petrol","KAWASAKI","Z1100",29
"Motorcycles","Petrol","KAWASAKI","Z125",29
"Motorcycles","Petrol","KAWASAKI","Z1300",49
"Motorcycles","Petrol","KAWASAKI","Z1900",87
"Motorcycles","Petrol","KAWASAKI","Z200",13
"Motorcycles","Petrol","KAWASAKI","Z250",28
"Motorcycles","Petrol","KAWASAKI","Z300",68
"Motorcycles","Petrol","KAWASAKI","Z400",131
"Motorcycles","Petrol","KAWASAKI","Z500",97
"Motorcycles","Petrol","KAWASAKI","Z650",552
"Motorcycles","Petrol","KAWASAKI","Z750",249
"Motorcycles","Petrol","KAWASAKI","Z800",123
"Motorcycles","Petrol","KAWASAKI","Z900",1076
"Motorcycles","Petrol","KAWASAKI","ZG1000",129
"Motorcycles","Petrol","KAWASAKI","ZG1400",376
"Motorcycles","Petrol","KAWASAKI","ZL1000",14
"Motorcycles","Petrol","KAWASAKI","ZR1000",1011
"Motorcycles","Petrol","KAWASAKI","ZR1100",58
"Motorcycles","Petrol","KAWASAKI","ZR1200",162
"Motorcycles","Petrol","KAWASAKI","ZR250",19
"Motorcycles","Petrol","KAWASAKI","ZR550",55
"Motorcycles","Petrol","KAWASAKI","ZR750",521
"Motorcycles","Petrol","KAWASAKI","ZR800",175
"Motorcycles","Petrol","KAWASAKI","ZR900",2608
"Motorcycles","Petrol","KAWASAKI","ZRX1100",68
"Motorcycles","Petrol","KAWASAKI","ZRX1200",268
"Motorcycles","Petrol","KAWASAKI","ZX1000",2221
"Motorcycles","Petrol","KAWASAKI","ZX1002",369
"Motorcycles","Petrol","KAWASAKI","ZX10R",586
"Motorcycles","Petrol","KAWASAKI","ZX1100",218
"Motorcycles","Petrol","KAWASAKI","ZX1200",251
"Motorcycles","Petrol","KAWASAKI","ZX12R",173
"Motorcycles","Petrol","KAWASAKI","ZX1400",1186
"Motorcycles","Petrol","KAWASAKI","ZX14R",327
"Motorcycles","Petrol","KAWASAKI","ZX250",134
"Motorcycles","Petrol","KAWASAKI","ZX300",43
"Motorcycles","Petrol","KAWASAKI","ZX400",257
"Motorcycles","Petrol","KAWASAKI","ZX600",531
"Motorcycles","Petrol","KAWASAKI","ZX636",772
"Motorcycles","Petrol","KAWASAKI","ZX6R",754
"Motorcycles","Petrol","KAWASAKI","ZX750",231
"Motorcycles","Petrol","KAWASAKI","ZX900",336
"Motorcycles","Petrol","KAWASAKI","ZX9R",275
"Motorcycles","Petrol","KAWASAKI","ZXR1200",13
"Motorcycles","Petrol","KAWASAKI","ZXR250",77
"Motorcycles","Petrol","KAWASAKI","ZXR636",19
"Motorcycles","Petrol","KAWASAKI","ZXR750",47
"Motorcycles","Petrol","KAWASAKI","ZZR1100",218
"Motorcycles","Petrol","KAWASAKI","ZZR1200",84
"Motorcycles","Petrol","KAWASAKI","ZZR250",231
"Motorcycles","Petrol","KAWASAKI","ZZR600",190
"Motorcycles","Petrol","KAZUMA","UNKNOWN",3
"Motorcycles","Petrol","KEEWAY","UNKNOWN",11
"Motorcycles","Petrol","KING LONG","UNKNOWN",39
"Motorcycles","Petrol","KINLON","UNKNOWN",3
"Motorcycles","Petrol","KINROAD","UNKNOWN",5
"Motorcycles","Petrol","KTM","1050",26
"Motorcycles","Petrol","KTM","1090",39
"Motorcycles","Petrol","KTM","1190",349
"Motorcycles","Petrol","KTM","125",42
"Motorcycles","Petrol","KTM","1290",582
"Motorcycles","Petrol","KTM","200",336
"Motorcycles","Petrol","KTM","200EXC",384
"Motorcycles","Petrol","KTM","250",168
"Motorcycles","Petrol","KTM","250EXC",1711
"Motorcycles","Petrol","KTM","2T-EXC",3260
"Motorcycles","Petrol","KTM","300",74
"Motorcycles","Petrol","KTM","300EXC",4048
"Motorcycles","Petrol","KTM","350",723
"Motorcycles","Petrol","KTM","350EXC",2320
"Motorcycles","Petrol","KTM","350XC",67
"Motorcycles","Petrol","KTM","350XCF",290
"Motorcycles","Petrol","KTM","360",10
"Motorcycles","Petrol","KTM","380",31
"Motorcycles","Petrol","KTM","390",464
"Motorcycles","Petrol","KTM","390 ADVENTURE",438
"Motorcycles","Petrol","KTM","390 DUKE",1146
"Motorcycles","Petrol","KTM","400",28
"Motorcycles","Petrol","KTM","400EXC",242
"Motorcycles","Petrol","KTM","450",77
"Motorcycles","Petrol","KTM","450EXC",3385
"Motorcycles","Petrol","KTM","4T-EXC",7276
"Motorcycles","Petrol","KTM","500",15
"Motorcycles","Petrol","KTM","500EXC",2461
"Motorcycles","Petrol","KTM","500EXE",21
"Motorcycles","Petrol","KTM","520EXC",241
"Motorcycles","Petrol","KTM","525",16
"Motorcycles","Petrol","KTM","525EXC",774
"Motorcycles","Petrol","KTM","530",39
"Motorcycles","Petrol","KTM","530EXC",463
"Motorcycles","Petrol","KTM","620",24
"Motorcycles","Petrol","KTM","625",145
"Motorcycles","Petrol","KTM","640",143
"Motorcycles","Petrol","KTM","690",2468
"Motorcycles","Petrol","KTM","690 LC4 SERIES",38
"Motorcycles","Petrol","KTM","790",133
"Motorcycles","Petrol","KTM","950",100
"Motorcycles","Petrol","KTM","990",392
"Motorcycles","Petrol","KTM","ADVENTURE",5353
"Motorcycles","Petrol","KTM","DUKE",1053
"Motorcycles","Petrol","KTM","EXC",248
"Motorcycles","Petrol","KTM","FE",20
